"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"312","In which district was the majority of your household residing before arriving in your current location? ",NA,"Ruy-e-Duab","NA",0.00172015869318639,NA,0.000694388264304403,0.00274592912206837,NA,NA
"313","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sabari","NA",0.000228034025009403,NA,0.000124296685833351,0.000331771364185454,NA,NA
"314","In which district was the majority of your household residing before arriving in your current location? ",NA,"Saghar","NA",0.00173513794990649,NA,0.000393886840340019,0.00307638905947295,NA,NA
"315","In which district was the majority of your household residing before arriving in your current location? ",NA,"Salang","NA",9.74571246057907e-05,NA,3.97140547194317e-05,0.00015520019449215,NA,NA
"316","In which district was the majority of your household residing before arriving in your current location? ",NA,"Samkani","NA",0.000138761829383734,NA,-4.81429008720923e-06,0.000282337948854677,NA,NA
"317","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sancharak","NA",0.00335158579269924,NA,0.00162034632045617,0.00508282526494232,NA,NA
"318","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sang-e-Takht","NA",0.00314732357303597,NA,0.000427048170971568,0.00586759897510038,NA,NA
"319","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sangin","NA",0.00978901135525527,NA,0.0055289502319417,0.0140490724785688,NA,NA
"320","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sar-e-Pul","NA",0.00992595416408645,NA,0.0032870831963306,0.0165648251318423,NA,NA
"321","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sar Kani","NA",0.000446686681853311,NA,-0.000122837744471913,0.00101621110817854,NA,NA
"322","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sayad","NA",0.00736659115272554,NA,0.00391501042804725,0.0108181718774038,NA,NA
"323","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sayed Abad","NA",0.00561441940397918,NA,0.000364018899043831,0.0108648199089145,NA,NA
"324","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sayed Karam","NA",0.000289251284855711,NA,0.000107864050959187,0.000470638518752235,NA,NA
"325","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sayed Khel","NA",3.59174726820628e-05,NA,-8.81249642929215e-06,8.06474417934178e-05,NA,NA
"326","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sayghan","NA",0.000303414556608673,NA,8.18099748917781e-05,0.000525019138325568,NA,NA
"327","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shah Joi","NA",0.0024600560290284,NA,0.000420977473603942,0.00449913458445285,NA,NA
"328","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shah Wali Kot","NA",0.000422209324996199,NA,-3.11525243335543e-05,0.000875571174325953,NA,NA
"329","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shahid-e-Hassas","NA",0.000690413177923112,NA,-5.88576410555017e-06,0.00138671211995177,NA,NA
"330","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shahr-e-Buzorg","NA",0.00055261771510444,NA,-1.56701279440906e-05,0.00112090555815297,NA,NA
"331","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shahrak","NA",0.00836468441705301,NA,-0.00334400199141408,0.0200733708255201,NA,NA
"332","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shahrestan","NA",0.00113204841695766,NA,0.000181356597623464,0.00208274023629186,NA,NA
"333","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shaki","NA",0.000979708008718626,NA,-0.000596912604442743,0.00255632862188,NA,NA
"334","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shamul Zayi","NA",0.000667798631036061,NA,0.000107855841316961,0.00122774142075516,NA,NA
"335","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sharak-e-Hayratan","NA",4.69764915002132e-05,NA,-4.5238110795005e-05,0.000139191093795431,NA,NA
"336","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sharan","NA",4.83088553659374e-05,NA,-3.80262710814139e-05,0.000134643981813289,NA,NA
"337","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shawak","NA",9.08191968572686e-05,NA,-1.78069596184844e-05,0.000199445353333022,NA,NA
"338","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sheberghan","NA",0.00524993164451168,NA,0.00278253067292531,0.00771733261609804,NA,NA
"339","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shekh Ali","NA",0.000121742093873228,NA,-0.000116829497907618,0.000360313685654075,NA,NA
"340","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sheltan","NA",0.000188315585022807,NA,-9.63617396157037e-05,0.000472992909661318,NA,NA
"341","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sherzad","NA",0.00183985825094827,NA,0.000117620966732472,0.00356209553516407,NA,NA
"342","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shibar","NA",0.000657305259040024,NA,0.000257369984973867,0.00105724053310618,NA,NA
"343","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shigal","NA",0.00252248794141452,NA,0.001197903099022,0.00384707278380705,NA,NA
"344","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shighnan","NA",4.89854004359313e-05,NA,-4.72083017145249e-05,0.000145179102586388,NA,NA
"345","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shindand","NA",0.00240384683297418,NA,0.000672829240196177,0.00413486442575218,NA,NA
"346","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shinkay","NA",0.00212652444580419,NA,-0.00116759576207313,0.00542064465368151,NA,NA
"347","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shinwar","NA",0.00722124237326762,NA,0.00428957382254993,0.0101529109239853,NA,NA
"348","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shinwari","NA",0.000116560832425637,NA,-1.32932041375081e-05,0.000246414868988783,NA,NA
"349","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shirin Tagab","NA",0.00998954182529253,NA,0.00545711878104955,0.0145219648695355,NA,NA
"350","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sholgareh","NA",0.0024304611510957,NA,0.00100869262776294,0.00385222967442846,NA,NA
"351","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shorabak","NA",0.000698817997713986,NA,9.21778718388387e-05,0.00130545812358913,NA,NA
"352","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shortepa","NA",4.6437770447961e-06,NA,-4.48207634343659e-06,1.37696304330288e-05,NA,NA
"353","In which district was the majority of your household residing before arriving in your current location? ",NA,"Shuhada","NA",0.000297290567358189,NA,5.43660761124891e-06,0.00058914452710513,NA,NA
"354","In which district was the majority of your household residing before arriving in your current location? ",NA,"Sozmaqala","NA",0.000774522482721278,NA,0.000174706271991978,0.00137433869345058,NA,NA
"355","In which district was the majority of your household residing before arriving in your current location? ",NA,"Spera","NA",4.17939934031649e-05,NA,4.83065190473957e-06,7.87573349015903e-05,NA,NA
